=== xsim kat_sim -R ===
BANKPOP t=2026790000 word=3658287601232272 acclen=64 vb=0
BANKPOP t=2026900000 word=1705476005503127 acclen=64 vb=0
BANKPOP t=2027020000 word=8088648400714266 acclen=64 vb=1
BANKPOP t=2027120000 word=0373408111857313 acclen=64 vb=0
BANKPOP t=2027240000 word=4071221176146067 acclen=64 vb=0
BANKPOP t=2027950000 word=2764371147377642 acclen=64 vb=0
BANKPOP t=2028060000 word=6138884368172785 acclen=64 vb=0
BANKPOP t=2028160000 word=8848881462886148 acclen=64 vb=0
BANKPOP t=2028260000 word=1683880150837034 acclen=64 vb=0
BANKPOP t=2028360000 word=1413406673357068 acclen=64 vb=0
BANKPOP t=2028470000 word=3162310061254177 acclen=64 vb=0
BANKPOP t=2028590000 word=5507267340363507 acclen=64 vb=0
BANKPOP t=2028680000 word=5651568733144571 acclen=64 vb=0
BANKPOP t=2028860000 word=8841705555414208 acclen=64 vb=0
BANKPOP t=2028960000 word=4220750384138704 acclen=64 vb=0
BANKPOP t=2029040000 word=6871027246640012 acclen=64 vb=0
BANKPOP t=2029160000 word=3384707324884230 acclen=64 vb=0
BANKPOP t=2029270000 word=4137306536142873 acclen=64 vb=0
BANKPOP t=2029370000 word=4207557630304850 acclen=64 vb=0
BANKPOP t=2029490000 word=7727108052172332 acclen=64 vb=0
BANKPOP t=2029590000 word=3068046844163440 acclen=64 vb=0
BANKPOP t=2030300000 word=1351331128241402 acclen=64 vb=1
BANKPOP t=2030370000 word=6526063838663226 acclen=64 vb=0
BANKPOP t=2030470000 word=2548574535140854 acclen=64 vb=0
BANKPOP t=2030580000 word=0557700371156363 acclen=64 vb=0
BANKPOP t=2030690000 word=5068622461346408 acclen=64 vb=0
BANKPOP t=2030780000 word=1506684685714185 acclen=64 vb=0
BANKPOP t=2030890000 word=3533257800162516 acclen=64 vb=0
BANKPOP t=2031020000 word=4147268867778071 acclen=64 vb=0
BANKPOP t=2031190000 word=8536077107874032 acclen=64 vb=1
BANKPOP t=2031300000 word=3146552380085657 acclen=64 vb=0
BANKPOP t=2031420000 word=4603087221165132 acclen=64 vb=0
BANKPOP t=2031530000 word=4480236888740535 acclen=64 vb=0
BANKPOP t=2031660000 word=7534435688368056 acclen=64 vb=0
BANKPOP t=2031740000 word=8005311236771403 acclen=64 vb=0
BANKPOP t=2031830000 word=0142523165123626 acclen=64 vb=0
BANKPOP t=2031950000 word=0640521166232088 acclen=64 vb=0
BANKPOP t=2032690000 word=8706172417387636 acclen=64 vb=0
BANKPOP t=2032790000 word=4852372874813028 acclen=64 vb=0
BANKPOP t=2032940000 word=6012871461100666 acclen=64 vb=0
BANKPOP t=2033040000 word=3743478273027156 acclen=64 vb=0
BANKPOP t=2033130000 word=3108551316246786 acclen=64 vb=0
BANKPOP t=2033240000 word=8010368260576001 acclen=64 vb=0
BANKPOP t=2033360000 word=7402052380042448 acclen=64 vb=0
BANKPOP t=2033450000 word=6260421656461866 acclen=64 vb=0
BANKPOP t=2033560000 word=5305502746532647 acclen=64 vb=0
BANKPOP t=2033680000 word=3550740501087126 acclen=64 vb=0
BANKPOP t=2033780000 word=0068228168031632 acclen=64 vb=0
BANKPOP t=2033900000 word=8125142304216648 acclen=64 vb=0
BANKPOP t=2034030000 word=3752608150582738 acclen=64 vb=0
BANKPOP t=2034150000 word=0775588320513561 acclen=64 vb=0
BANKPOP t=2034220000 word=4140418087350510 acclen=64 vb=0
BANKPOP t=2034370000 word=6430871414721172 acclen=64 vb=0
BANKPOP t=2084120000 word=5e8640359d4b380a acclen=80 vb=1
BANKPOP t=2084140000 word=3acc9e2c17f724ae acclen=96 vb=1
BANKPOP t=2084150000 word=e7f6b7a8b496a427 acclen=72 vb=1
BANKPOP t=2084170000 word=b49f8ff1bf9bce87 acclen=88 vb=1
BANKPOP t=2084180000 word=be1fd3f77b321891 acclen=64 vb=1
BANKPOP t=2084200000 word=dd10e27c9bf694d3 acclen=80 vb=1
BANKPOP t=2084220000 word=68416543cfce7ca2 acclen=96 vb=1
BANKPOP t=2084230000 word=092a08570e5027cd acclen=72 vb=1
BANKPOP t=2084250000 word=fe007332333132e3 acclen=88 vb=1
BANKPOP t=2084260000 word=1d80a59c1954377a acclen=64 vb=1
BANKPOP t=2084280000 word=32a8271e6479985e acclen=80 vb=1
BANKPOP t=2084300000 word=4a2ac709da317ca2 acclen=96 vb=1
BANKPOP t=2084310000 word=f890af4876a73e2b acclen=72 vb=1
BANKPOP t=2084330000 word=60f3576f1ddc96fc acclen=88 vb=1
BANKPOP t=2084340000 word=7f65a7b80ca0e3c8 acclen=64 vb=1
BANKPOP t=2084360000 word=56e3e8e4314bfbfb acclen=80 vb=1
BANKPOP t=2084380000 word=97e689a88ba02d3b acclen=96 vb=1
BANKPOP t=2084390000 word=384a55ce01647a4c acclen=72 vb=1
BANKPOP t=2084410000 word=243bb982629caecd acclen=88 vb=1
BANKPOP t=2084420000 word=869ba597bb6b4378 acclen=64 vb=1
BANKPOP t=2084440000 word=ccbdf7072f7b690a acclen=80 vb=1
BANKPOP t=2084460000 word=fe7f3a94507e6493 acclen=96 vb=1
BANKPOP t=2084470000 word=2cce966437c63e01 acclen=72 vb=1
BANKPOP t=2084490000 word=eb9b70e3816b7c59 acclen=88 vb=1
BANKPOP t=2084500000 word=2d9ba57fed39b932 acclen=64 vb=1
BANKPOP t=2084520000 word=9528a4bf507f47cc acclen=80 vb=1
BANKPOP t=2084540000 word=60d587738e25e40b acclen=96 vb=1
BANKPOP t=2084550000 word=7dd537f7eb9c8a5e acclen=72 vb=1
BANKPOP t=2084570000 word=0992a05683ba95c4 acclen=88 vb=1
BANKPOP t=2084580000 word=7ce2e6cf1157670c acclen=64 vb=1
BANKPOP t=2084600000 word=734355b168403a1e acclen=80 vb=1
BANKPOP t=2084620000 word=37123ce57768b6e5 acclen=96 vb=1
BANKPOP t=2084630000 word=f26b0cf1f6c1fc8c acclen=72 vb=1
BANKPOP t=2084650000 word=87265124cff9347a acclen=88 vb=1
BANKPOP t=2084660000 word=3749e0a63bd549d4 acclen=64 vb=1
BANKPOP t=2084680000 word=47ae2873c60918d2 acclen=80 vb=1
BANKPOP t=2084700000 word=5f471a5ecaeb6148 acclen=96 vb=1
BANKPOP t=2084710000 word=e4b8c6c805a9f36e acclen=72 vb=1
BANKPOP t=2084730000 word=f7e7b4f4896dcd08 acclen=88 vb=1
BANKPOP t=2084740000 word=7ef186b0fb5791d3 acclen=64 vb=0
BANKPOP t=2084870000 word=8a9d6dcec6ad4dec acclen=80 vb=1
BANKPOP t=2084890000 word=695ba3e660f9443f acclen=96 vb=1
BANKPOP t=2084900000 word=38a793762c9a8e45 acclen=72 vb=1
BANKPOP t=2084920000 word=9f07e2115e23a8b9 acclen=88 vb=1
BANKPOP t=2084930000 word=c45824cec1c361df acclen=64 vb=1
BANKPOP t=2084950000 word=5a61ef7d1c4fbb5f acclen=80 vb=1
BANKPOP t=2084970000 word=4e33a704c1f844a7 acclen=96 vb=1
BANKPOP t=2084980000 word=596778d2ab08e45c acclen=72 vb=1
BANKPOP t=2085000000 word=2cbdf2ec979d8b2e acclen=88 vb=1
BANKPOP t=2085010000 word=8aa9b5aab97db640 acclen=64 vb=1
BANKPOP t=2085030000 word=16958110d8851e5a acclen=80 vb=1
BANKPOP t=2085050000 word=29af3b147c8cbf4e acclen=96 vb=1
BANKPOP t=2085060000 word=3040c52f1d0506f1 acclen=72 vb=1
BANKPOP t=2085080000 word=26536ec29e284ff2 acclen=88 vb=1
BANKPOP t=2085090000 word=7dd26a56b058ae1f acclen=64 vb=1
BANKPOP t=2085110000 word=2141561788383d9c acclen=80 vb=1
BANKPOP t=2085130000 word=567226eb6f2ce555 acclen=96 vb=1
BANKPOP t=2085140000 word=94f29cc92e8d68d4 acclen=72 vb=1
BANKPOP t=2085160000 word=8d541d7eb328231b acclen=88 vb=1
BANKPOP t=2085170000 word=f4d80e451fb2b1b1 acclen=64 vb=1
BANKPOP t=2085190000 word=9ba41865507cb607 acclen=80 vb=1
BANKPOP t=2085210000 word=698bbb719cf256ef acclen=96 vb=1
BANKPOP t=2085220000 word=7ecbcc3140b9a2a1 acclen=72 vb=1
BANKPOP t=2085240000 word=7ab9721aba8f2ee2 acclen=88 vb=1
BANKPOP t=2085250000 word=bc91e9f210656617 acclen=64 vb=1
BANKPOP t=2085270000 word=c620da0ddc715e66 acclen=80 vb=1
BANKPOP t=2085290000 word=e98d8ff410354900 acclen=96 vb=1
BANKPOP t=2085300000 word=afc0ca5914767c4e acclen=72 vb=1
BANKPOP t=2085320000 word=2fabfc6468d5ff9a acclen=88 vb=1
BANKPOP t=2085330000 word=93bc80968651faf8 acclen=64 vb=1
BANKPOP t=2085350000 word=1975e85f444fb52b acclen=80 vb=1
BANKPOP t=2085370000 word=efad9c15374fdf78 acclen=96 vb=1
BANKPOP t=2085380000 word=6d13a172cbbde04f acclen=72 vb=1
BANKPOP t=2085400000 word=e47aa03c6ec77e31 acclen=88 vb=1
BANKPOP t=2085410000 word=ca63b90bbbd8b905 acclen=64 vb=1
BANKPOP t=2085430000 word=fb4ee401192fdbfb acclen=80 vb=1
BANKPOP t=2085450000 word=bafc7fbaae8ab220 acclen=96 vb=1
BANKPOP t=2085460000 word=c6206e9ec9973b83 acclen=72 vb=1
BANKPOP t=2085480000 word=b7c6a3778ddd4b67 acclen=88 vb=1
BANKPOP t=2085490000 word=f7097a87dabf3f80 acclen=64 vb=0
BANKPOP t=2085620000 word=802316aff25e0c92 acclen=80 vb=1
BANKPOP t=2085640000 word=8a3137495476d3e8 acclen=96 vb=1
BANKPOP t=2085650000 word=713b7481be6b1080 acclen=72 vb=1
BANKPOP t=2085670000 word=118c42cae70999fd acclen=88 vb=1
BANKPOP t=2085680000 word=5129c6556647bf98 acclen=64 vb=1
BANKPOP t=2085700000 word=8ce1c0a88b6b37c3 acclen=80 vb=1
BANKPOP t=2085720000 word=678518d06914b064 acclen=96 vb=1
BANKPOP t=2085730000 word=6492f0f69a24ac20 acclen=72 vb=1
BANKPOP t=2085750000 word=126718d05dc1985c acclen=88 vb=1
BANKPOP t=2085760000 word=451a8af813aa4f2b acclen=64 vb=1
BANKPOP t=2085780000 word=6252cd4470b1029a acclen=80 vb=1
BANKPOP t=2085800000 word=e0a16b23b12c7fb2 acclen=96 vb=1
BANKPOP t=2085810000 word=d174fa3dbb6f0fe0 acclen=72 vb=1
BANKPOP t=2085830000 word=046ed73798946cda acclen=88 vb=1
BANKPOP t=2085840000 word=c5bbf53d35862476 acclen=64 vb=1
BANKPOP t=2085860000 word=7c13a1b3ae7ba6b2 acclen=80 vb=1
BANKPOP t=2085880000 word=2c30d0b229a4bf05 acclen=96 vb=1
BANKPOP t=2085890000 word=bc4df3e069ba8f48 acclen=72 vb=1
BANKPOP t=2085910000 word=3ebae7466e92eb22 acclen=88 vb=1
BANKPOP t=2085920000 word=f28563dcc8585f5c acclen=64 vb=1
BANKPOP t=2085940000 word=4fd6898e29915de0 acclen=80 vb=1
BANKPOP t=2085960000 word=4e32927057a58ed1 acclen=96 vb=1
BANKPOP t=2085970000 word=27dd5a1da185d8ad acclen=72 vb=1
BANKPOP t=2085990000 word=2d95ddc9c03c5a21 acclen=88 vb=1
BANKPOP t=2086000000 word=5a6678787e5d4502 acclen=64 vb=1
BANKPOP t=2086020000 word=2b3c11f382ed9d7e acclen=80 vb=1
BANKPOP t=2086040000 word=5c07c99126e4cc5a acclen=96 vb=1
BANKPOP t=2086050000 word=8600e4996ff25f7c acclen=72 vb=1
BANKPOP t=2086070000 word=b9e5f6e675d999bb acclen=88 vb=1
BANKPOP t=2086080000 word=719d4daa7f004d90 acclen=64 vb=1
BANKPOP t=2086100000 word=b95457f26ac7c36e acclen=80 vb=1
BANKPOP t=2086120000 word=8247ef18d6117bc5 acclen=96 vb=1
BANKPOP t=2086130000 word=1af92d53160690a0 acclen=72 vb=1
BANKPOP t=2086150000 word=5baaa1e0fae6f3ad acclen=88 vb=1
BANKPOP t=2086160000 word=32488ee3df5bfb38 acclen=64 vb=1
BANKPOP t=2086180000 word=44f01550adf07c31 acclen=80 vb=1
BANKPOP t=2086200000 word=357ce051983f1e92 acclen=96 vb=1
BANKPOP t=2086210000 word=0d94e9dc85472def acclen=72 vb=1
BANKPOP t=2086230000 word=2cb1aae4d1e9699f acclen=88 vb=1
BANKPOP t=2086240000 word=98deeaf37f096dce acclen=64 vb=0
BANKPOP t=2086370000 word=2553d28952caf7dc acclen=80 vb=1
BANKPOP t=2086390000 word=1fa6c4f6c9ed375c acclen=96 vb=1
BANKPOP t=2086400000 word=857315d7532af2da acclen=72 vb=1
BANKPOP t=2086420000 word=3bbca91180b47d7a acclen=88 vb=1
BANKPOP t=2086430000 word=1f268a52f0207f88 acclen=64 vb=1
BANKPOP t=2086450000 word=b300648570f626c6 acclen=80 vb=1
BANKPOP t=2086470000 word=7ef6591e4d914c4f acclen=96 vb=1
BANKPOP t=2086480000 word=94f907b40939c6c8 acclen=72 vb=1
BANKPOP t=2086500000 word=167c81396b92bcb3 acclen=88 vb=1
BANKPOP t=2086510000 word=5ceaaec97fbe5c97 acclen=64 vb=1
BANKPOP t=2086530000 word=330494aeb6f92e1c acclen=80 vb=1
BANKPOP t=2086550000 word=9dd06c114ff8061e acclen=96 vb=1
BANKPOP t=2086560000 word=6701cc7db0d79cbf acclen=72 vb=1
BANKPOP t=2086580000 word=1d3d7fa662438bc8 acclen=88 vb=1
BANKPOP t=2086590000 word=8c91ff6e1bb2d6a7 acclen=64 vb=1
BANKPOP t=2086610000 word=12a3fbba8013ba28 acclen=80 vb=1
BANKPOP t=2086630000 word=61bb9c47d345cc08 acclen=96 vb=1
BANKPOP t=2086640000 word=d2ed9efb065af8c8 acclen=72 vb=1
BANKPOP t=2086660000 word=701a200b44ebd27b acclen=88 vb=1
BANKPOP t=2086670000 word=1851169cf5d417ed acclen=64 vb=1
BANKPOP t=2086690000 word=3562084fa3f70dce acclen=80 vb=1
BANKPOP t=2086710000 word=dee7db0d32f90ce4 acclen=96 vb=1
BANKPOP t=2086720000 word=c3d4f972df6aa1b7 acclen=72 vb=1
BANKPOP t=2086740000 word=a3239b63eecbb8eb acclen=88 vb=1
BANKPOP t=2086750000 word=9575744a16c39946 acclen=64 vb=1
BANKPOP t=2086770000 word=ed95e50ec6c82d7a acclen=80 vb=1
BANKPOP t=2086790000 word=1c9ffda40a36b57c acclen=96 vb=1
BANKPOP t=2086800000 word=335df6eb96560179 acclen=72 vb=1
BANKPOP t=2086820000 word=456580b3ce4dfd0e acclen=88 vb=1
BANKPOP t=2086830000 word=3c3aeb99c9d0dc3b acclen=64 vb=1
BANKPOP t=2086850000 word=bad5bcc1b7211a6c acclen=80 vb=1
BANKPOP t=2086870000 word=5cbed669b837d508 acclen=96 vb=1
BANKPOP t=2086880000 word=be138181b6acfc78 acclen=72 vb=1
BANKPOP t=2086900000 word=d97ca65dd5129f0b acclen=88 vb=1
BANKPOP t=2086910000 word=3cba7ca67fa00785 acclen=64 vb=1
BANKPOP t=2086930000 word=e78beb9e4c73c977 acclen=80 vb=1
BANKPOP t=2086950000 word=645b913f538b1af5 acclen=96 vb=1
BANKPOP t=2086960000 word=6744ffc830cf72e0 acclen=72 vb=1
BANKPOP t=2086980000 word=82fceade4c697dd7 acclen=88 vb=1
BANKPOP t=2086990000 word=0f2c158295c3a2ab acclen=64 vb=0
BANKPOP t=2087120000 word=f37bcf96d907ea7b acclen=80 vb=1
BANKPOP t=2087140000 word=7fb213ca6879e16d acclen=96 vb=1
BANKPOP t=2087150000 word=8c6937df461532d3 acclen=72 vb=1
BANKPOP t=2087170000 word=fec2ad83ad7bdb0c acclen=88 vb=1
BANKPOP t=2087180000 word=ca5968d8aada5a9a acclen=64 vb=1
BANKPOP t=2087200000 word=81a8e7392394dcf5 acclen=80 vb=1
BANKPOP t=2087220000 word=2de98fcbfa337b1e acclen=96 vb=1
BANKPOP t=2087230000 word=60eff9158fcc454e acclen=72 vb=1
BANKPOP t=2087250000 word=9f422ddf07649405 acclen=88 vb=1
BANKPOP t=2087260000 word=a8d74ee2dfa0aa4b acclen=64 vb=1
BANKPOP t=2087280000 word=d5b66b36337ab801 acclen=80 vb=1
BANKPOP t=2087300000 word=e5ccf46c75026628 acclen=96 vb=1
BANKPOP t=2087310000 word=0933db082c4bd100 acclen=72 vb=1
BANKPOP t=2087330000 word=8d423588dd8b01e6 acclen=88 vb=1
BANKPOP t=2087340000 word=0a3e7cc69a7958f4 acclen=64 vb=1
BANKPOP t=2087360000 word=e1d391e1ed540bc9 acclen=80 vb=1
BANKPOP t=2087380000 word=93b1e492a16c1660 acclen=96 vb=1
BANKPOP t=2087390000 word=dae38ba7c0a0225f acclen=72 vb=1
BANKPOP t=2087410000 word=5e34f73c2aa3635a acclen=88 vb=1
BANKPOP t=2087420000 word=17fb51c9b76c39b7 acclen=64 vb=1
BANKPOP t=2087440000 word=982c6ad7d1fc4a15 acclen=80 vb=1
BANKPOP t=2087460000 word=91052beb92e74b42 acclen=96 vb=1
BANKPOP t=2087470000 word=d0b41fe28e6f20cb acclen=72 vb=1
BANKPOP t=2087490000 word=843d7c7976d98105 acclen=88 vb=1
BANKPOP t=2087500000 word=937d67d116b78be4 acclen=64 vb=1
BANKPOP t=2087520000 word=31ec8c9a7aa0b6d6 acclen=80 vb=1
BANKPOP t=2087540000 word=e62128122072c059 acclen=96 vb=1
BANKPOP t=2087550000 word=e6c1fa27419956fd acclen=72 vb=1
BANKPOP t=2087570000 word=fbe0e55d5e4e7efa acclen=88 vb=1
BANKPOP t=2087580000 word=a69c0d7c628fb49f acclen=64 vb=1
BANKPOP t=2087600000 word=0c18cce8171a0e09 acclen=80 vb=1
BANKPOP t=2087620000 word=82030f5de5fc04a3 acclen=96 vb=1
BANKPOP t=2087630000 word=4d6aaa60e1abc2d8 acclen=72 vb=1
BANKPOP t=2087650000 word=84070231166c43f5 acclen=88 vb=1
BANKPOP t=2087660000 word=78eeeecdd12cdfc3 acclen=64 vb=1
BANKPOP t=2087680000 word=df85065281e87868 acclen=80 vb=1
BANKPOP t=2087700000 word=5c0c78466e6418f1 acclen=96 vb=1
BANKPOP t=2087710000 word=d762dec55b71e793 acclen=72 vb=1
BANKPOP t=2087730000 word=20909b41c1fac08d acclen=88 vb=1
BANKPOP t=2087740000 word=984f000f73daf580 acclen=64 vb=0
BANKPOP t=2087870000 word=ae8337ea3e75ac63 acclen=80 vb=1
BANKPOP t=2087890000 word=0a1e6edb10472be6 acclen=96 vb=1
BANKPOP t=2087900000 word=9e411aef60e10463 acclen=72 vb=1
BANKPOP t=2087920000 word=0c8b054de8e18892 acclen=88 vb=1
BANKPOP t=2087930000 word=634ac68570dc0027 acclen=64 vb=1
BANKPOP t=2087950000 word=460035ef308291d2 acclen=80 vb=1
BANKPOP t=2087970000 word=245490f319b533f7 acclen=96 vb=1
BANKPOP t=2087980000 word=6e690c51bca4c9f0 acclen=72 vb=1
BANKPOP t=2088000000 word=1d3cc697b029a596 acclen=88 vb=1
BANKPOP t=2088010000 word=f95aff79535774ac acclen=64 vb=1
BANKPOP t=2088030000 word=76d2592b6b8607d2 acclen=80 vb=1
BANKPOP t=2088050000 word=b2fac444bfdb532c acclen=96 vb=1
BANKPOP t=2088060000 word=e11f741af3783783 acclen=72 vb=1
BANKPOP t=2088080000 word=dfe5089c31e5314b acclen=88 vb=1
BANKPOP t=2088090000 word=481145b874237819 acclen=64 vb=1
BANKPOP t=2088110000 word=a58bf80d0ead77a5 acclen=80 vb=1
BANKPOP t=2088130000 word=60759cb5a4a7f20a acclen=96 vb=1
BANKPOP t=2088140000 word=495fdfc0d3552f9d acclen=72 vb=1
BANKPOP t=2088160000 word=2413e81ce4408446 acclen=88 vb=1
BANKPOP t=2088170000 word=e7ee86904659ab00 acclen=64 vb=1
BANKPOP t=2088190000 word=5e9489e0f989a21e acclen=80 vb=1
BANKPOP t=2088210000 word=3d5aad678e0ec789 acclen=96 vb=1
BANKPOP t=2088220000 word=29ff3a6fa67fe1da acclen=72 vb=1
BANKPOP t=2088240000 word=fbf06064f5a66edb acclen=88 vb=1
BANKPOP t=2088250000 word=a08d75f09168725c acclen=64 vb=1
BANKPOP t=2088270000 word=b284e4c44a80bbed acclen=80 vb=1
BANKPOP t=2088290000 word=932bdbd51f713654 acclen=96 vb=1
BANKPOP t=2088300000 word=50dedd4259527ea6 acclen=72 vb=1
BANKPOP t=2088320000 word=f2340bde4381d59c acclen=88 vb=1
BANKPOP t=2088330000 word=8fc202580c0dea3d acclen=64 vb=1
BANKPOP t=2088350000 word=16b24703cd134fe1 acclen=80 vb=1
BANKPOP t=2088370000 word=b83fe07a2884cb6a acclen=96 vb=1
BANKPOP t=2088380000 word=2a5c6ab14428010b acclen=72 vb=1
BANKPOP t=2088400000 word=6ae9728b1f5ef849 acclen=88 vb=1
BANKPOP t=2088410000 word=e050df223aeaf2f0 acclen=64 vb=1
BANKPOP t=2088430000 word=be210288aab647e0 acclen=80 vb=1
BANKPOP t=2088450000 word=c0324440d0d9b54a acclen=96 vb=1
BANKPOP t=2088460000 word=ce6ed9888f5e4c90 acclen=72 vb=1
BANKPOP t=2088480000 word=f6c8f92fe0b6ced8 acclen=88 vb=1
BANKPOP t=2088490000 word=baeb40ab904d9218 acclen=64 vb=0
BANKPOP t=2088560000 word=e3b0bb132cd5206c acclen=104 vb=1
BANKPOP t=2088570000 word=deaaeee4676fc3d3 acclen=92 vb=1
BANKPOP t=2088580000 word=f16295c9ce8de16c acclen=80 vb=1
BANKPOP t=2088590000 word=dfbb25fca2b89b3e acclen=68 vb=1
BANKPOP t=2088610000 word=d51af9a92fc41ab6 acclen=108 vb=1
BANKPOP t=2088620000 word=7dd709ca7ddc0de6 acclen=96 vb=1
BANKPOP t=2088630000 word=080cc8bf2f8a4e24 acclen=84 vb=1
BANKPOP t=2088640000 word=afb4cfb70c56d910 acclen=72 vb=1
BANKPOP t=2088660000 word=a774e11481603f63 acclen=112 vb=1
BANKPOP t=2088670000 word=bc86fe2ee7f98407 acclen=100 vb=1
BANKPOP t=2088680000 word=e45e3a52f62e391f acclen=88 vb=1
BANKPOP t=2088690000 word=8667b2cf3c3ffaf0 acclen=76 vb=1
BANKPOP t=2088700000 word=6928dd27dffa4d08 acclen=64 vb=1
BANKPOP t=2088720000 word=a8ce465d51a7992a acclen=104 vb=1
BANKPOP t=2088730000 word=7f57886c9fe7646f acclen=92 vb=1
BANKPOP t=2088740000 word=9f88e7684466089e acclen=80 vb=1
BANKPOP t=2088750000 word=d381795847a35785 acclen=68 vb=1
BANKPOP t=2088770000 word=5c034595a81a58db acclen=108 vb=1
BANKPOP t=2088780000 word=c310d9ffa76c5496 acclen=96 vb=1
BANKPOP t=2088790000 word=c246e5e2fe7d7123 acclen=84 vb=1
BANKPOP t=2088800000 word=e6f57ae145bb23d4 acclen=72 vb=1
BANKPOP t=2088820000 word=815ece7cee9b73ea acclen=112 vb=1
BANKPOP t=2088830000 word=ffefbb158de461bc acclen=100 vb=1
BANKPOP t=2088840000 word=8b1ea17d0cc8f373 acclen=88 vb=1
BANKPOP t=2088850000 word=14f4286b4a61adbb acclen=76 vb=1
BANKPOP t=2088860000 word=83fae73eace9e2da acclen=64 vb=1
BANKPOP t=2088880000 word=bf7a082c559c67d8 acclen=104 vb=1
BANKPOP t=2088890000 word=24120a35a5abfcbf acclen=92 vb=1
BANKPOP t=2088900000 word=9794df055a12a46b acclen=80 vb=1
BANKPOP t=2088910000 word=48d55b3b54b784d1 acclen=68 vb=1
BANKPOP t=2088930000 word=d4d709a82394068b acclen=108 vb=1
BANKPOP t=2088940000 word=e904d62db13f204f acclen=96 vb=1
BANKPOP t=2088950000 word=7ad413a112e7bf6a acclen=84 vb=1
BANKPOP t=2088960000 word=30a8f1e587438c1e acclen=72 vb=1
BANKPOP t=2088980000 word=1163d1632cc088de acclen=112 vb=1
BANKPOP t=2088990000 word=99252c1f8cbb3d3d acclen=100 vb=1
BANKPOP t=2089000000 word=9cf0ad943ff5d0f9 acclen=88 vb=1
BANKPOP t=2089010000 word=acdbad16a4250d87 acclen=76 vb=1
BANKPOP t=2089020000 word=b27e87d99afa14f4 acclen=64 vb=1
BANKPOP t=2089040000 word=e9476fb342aafb33 acclen=104 vb=1
BANKPOP t=2089050000 word=ae824c26e3d85ae3 acclen=92 vb=1
BANKPOP t=2089060000 word=67817bbade2c2752 acclen=80 vb=1
BANKPOP t=2089070000 word=d40ab862ea5f5b9e acclen=68 vb=1
BANKPOP t=2089090000 word=d04383cdbc2ad98d acclen=108 vb=1
BANKPOP t=2089100000 word=d63adf654a8f4027 acclen=96 vb=1
BANKPOP t=2089110000 word=675270137b1f7c2c acclen=84 vb=1
BANKPOP t=2089120000 word=00f9309005a90323 acclen=72 vb=1
BANKPOP t=2089140000 word=f4f1e671f0222a0e acclen=112 vb=1
BANKPOP t=2089150000 word=5a979ab35b4aec33 acclen=100 vb=1
BANKPOP t=2089160000 word=e3405430b8addaec acclen=88 vb=1
BANKPOP t=2089170000 word=c541c4cd63039d90 acclen=76 vb=1
BANKPOP t=2089180000 word=165e11ca0022a73b acclen=64 vb=1
BANKPOP t=2089200000 word=71ac2cc02e173028 acclen=104 vb=1
BANKPOP t=2089210000 word=7fbbda93957fb27b acclen=92 vb=1
BANKPOP t=2089220000 word=b1316f811751aae2 acclen=80 vb=1
BANKPOP t=2089230000 word=a308f5ba775cb755 acclen=68 vb=1
BANKPOP t=2089250000 word=9b236be0e1a9d766 acclen=108 vb=1
BANKPOP t=2089260000 word=a2e8c96c71b8eef0 acclen=96 vb=1
BANKPOP t=2089270000 word=ce73239526d510be acclen=84 vb=1
BANKPOP t=2089280000 word=692a976428586cea acclen=72 vb=1
BANKPOP t=2089300000 word=29048176c7c4fb35 acclen=112 vb=1
BANKPOP t=2089310000 word=aa130b509b9cfab3 acclen=100 vb=1
BANKPOP t=2089320000 word=af21fc686ecee24d acclen=88 vb=1
BANKPOP t=2089330000 word=066d89f78242464a acclen=76 vb=1
BANKPOP t=2089340000 word=b8527c6050bfeb27 acclen=64 vb=1
BANKPOP t=2089360000 word=a8a587227fa83cd3 acclen=104 vb=1
BANKPOP t=2089370000 word=a27d717562747c3b acclen=92 vb=1
BANKPOP t=2089380000 word=8e66ed629066f67a acclen=80 vb=1
BANKPOP t=2089390000 word=436befd27b301f86 acclen=68 vb=1
BANKPOP t=2089410000 word=57b0bfd571f5c487 acclen=108 vb=1
BANKPOP t=2089420000 word=533d2f0a7bef5985 acclen=96 vb=1
BANKPOP t=2089430000 word=93d6d05f929f4703 acclen=84 vb=1
BANKPOP t=2089440000 word=bd3fd6d3bab88353 acclen=72 vb=1
BANKPOP t=2089460000 word=8b6c897f4a50a0eb acclen=112 vb=1
BANKPOP t=2089470000 word=3e0e902d46330133 acclen=100 vb=1
BANKPOP t=2089480000 word=f64602e8fc62abcd acclen=88 vb=1
BANKPOP t=2089490000 word=1b4cd3ccd0c1f68b acclen=76 vb=1
BANKPOP t=2089500000 word=a6c83786ba0d4fde acclen=64 vb=1
BANKPOP t=2089520000 word=5039b974afb70081 acclen=104 vb=1
BANKPOP t=2089530000 word=3121f582d1fe7b45 acclen=92 vb=1
BANKPOP t=2089540000 word=868997a1065f34f7 acclen=80 vb=1
BANKPOP t=2089550000 word=4dbeabb6f64f33bc acclen=68 vb=1
BANKPOP t=2089570000 word=bcbff72f58a8443a acclen=108 vb=1
BANKPOP t=2089580000 word=84e243fbd7ce36c1 acclen=96 vb=1
BANKPOP t=2089590000 word=8f1b300b51549b7d acclen=84 vb=1
BANKPOP t=2089600000 word=cbd218bf29097cbb acclen=72 vb=1
BANKPOP t=2089620000 word=dad95006454662b0 acclen=112 vb=1
